1582619446.780,192.168.250.35:52128,192.168.250.1:53,146
1582619446.780,192.168.250.1:53,192.168.250.35:52128,464
1582619446.790,192.168.250.1:53,192.168.250.35:55568,1058
1582619446.790,192.168.250.35:54856,192.168.250.1:53,168
1582619446.790,192.168.250.1:53,192.168.250.35:54856,120
1582619446.800,192.168.250.35:123,17.253.38.125:123,152
1582619446.810,192.168.250.35:123,17.253.54.253:123,152
1582619446.850,17.253.54.253:123,217.15.20.194:123,152
1582619446.960,192.168.250.35:123,17.253.38.253:123,152
1582619447.460,23.226.231.226:17646,217.15.20.194:80,80
1582619438.350,92.118.38.58:58152,217.15.20.194:25,1031
1582619438.350,192.168.250.3:25,92.118.38.58:58152,972
1582619449.700,192.168.250.50:61444,192.168.250.1:53,300
1582619449.760,192.168.250.1:53,192.168.250.50:61444,1072
1582619449.770,192.168.250.50:54853,192.168.250.1:53,338
1582619449.770,192.168.250.1:53,192.168.250.50:54853,782
1582619450.340,192.168.250.50:55806,192.168.250.1:53,192
1582619450.440,192.168.250.1:53,192.168.250.50:55806,1042
1582619450.560,192.168.250.50:61608,192.168.250.1:53,126
1582619450.570,192.168.250.1:53,192.168.250.50:61608,1054
1582619450.970,192.168.250.50:62161,192.168.250.1:53,148
1582619450.980,192.168.250.1:53,192.168.250.50:62161,936
1582619329.610,192.168.250.50:61200,52.114.75.78:443,4891
1582618917.850,23.226.231.226:18053,217.15.20.194:80,120
1582619421.740,192.168.250.3:80,23.226.231.226:43228,308
1582619455.310,35.239.58.193:42535,217.15.20.194:53,122
1582619455.310,192.168.250.247:53,35.239.58.193:42535,290
1582619456.390,192.168.250.57:56110,192.168.250.1:53,128
1582619456.390,192.168.250.1:53,192.168.250.57:56110,128
1582619460.270,23.226.231.226:4855,217.15.20.194:80,80
1582618904.960,192.168.250.3:80,23.226.231.226:30844,572
1582619283.740,68.232.34.200:443,217.15.20.194:61372,11402
1582619283.700,192.168.250.50:61372,68.232.34.200:443,2633
1582619463.830,192.168.250.27:59116,192.168.250.1:53,156
1582619463.830,192.168.250.27:59118,192.168.250.1:53,158
1582619463.830,192.168.250.27:59119,192.168.250.1:53,158
1582619463.830,192.168.250.1:53,192.168.250.27:59116,700
1582619463.840,192.168.250.27:59120,192.168.250.1:53,156
1582619463.840,192.168.250.27:59121,192.168.250.1:53,156
1582619463.840,192.168.250.1:53,192.168.250.27:59119,768
1582619463.840,192.168.250.27:59122,192.168.250.1:53,176
1582619463.840,192.168.250.27:59123,192.168.250.1:53,176
1582619463.840,192.168.250.1:53,192.168.250.27:59118,768
1582619463.840,192.168.250.27:59124,192.168.250.1:53,154
1582619463.840,192.168.250.27:59125,192.168.250.1:53,154
1582619463.840,192.168.250.1:53,192.168.250.27:59121,764
1582619463.850,192.168.250.1:53,192.168.250.27:59120,764
1582619463.850,192.168.250.27:59126,192.168.250.1:53,154
1582619463.850,192.168.250.27:59127,192.168.250.1:53,154
1582619463.850,192.168.250.1:53,192.168.250.27:59123,676
1582619463.850,192.168.250.27:59128,192.168.250.1:53,152
1582619463.850,192.168.250.27:59129,192.168.250.1:53,152
1582619463.850,192.168.250.1:53,192.168.250.27:59122,676
1582619463.860,192.168.250.1:53,192.168.250.27:59125,888
1582619463.860,192.168.250.27:59130,192.168.250.1:53,156
1582619463.860,192.168.250.27:59131,192.168.250.1:53,156
1582619463.860,192.168.250.1:53,192.168.250.27:59124,888
1582619463.860,192.168.250.27:59132,192.168.250.1:53,152
1582619463.860,192.168.250.27:59133,192.168.250.1:53,152
1582619463.870,192.168.250.1:53,192.168.250.27:59127,760
1582619463.870,192.168.250.1:53,192.168.250.27:59126,760
1582619463.870,192.168.250.1:53,192.168.250.27:59129,596
1582619463.870,192.168.250.1:53,192.168.250.27:59128,596
1582619463.870,192.168.250.27:59134,192.168.250.1:53,160
1582619463.870,192.168.250.27:59135,192.168.250.1:53,160
1582619463.880,192.168.250.1:53,192.168.250.27:59131,700
1582619463.880,192.168.250.1:53,192.168.250.27:59130,700
1582619463.880,192.168.250.1:53,192.168.250.27:59133,884
1582619463.890,192.168.250.1:53,192.168.250.27:59132,884
1582619463.890,192.168.250.1:53,192.168.250.27:59135,772
1582619463.890,192.168.250.1:53,192.168.250.27:59134,772
1582619463.920,192.168.250.27:50306,62.128.100.161:443,224
1582619463.940,62.128.100.161:443,217.15.20.194:50306,184
1582619459.030,192.168.250.3:80,141.8.142.75:62395,5812
1582619459.030,141.8.142.75:62395,217.15.20.194:80,841
1582619465.170,192.168.250.50:63160,192.168.250.1:53,120
1582619465.180,192.168.250.1:53,192.168.250.50:63160,1070
1582619411.540,13.232.66.4:443,217.15.20.194:50298,6076
1582619411.340,192.168.250.27:50298,13.232.66.4:443,1724
1582619434.610,192.168.250.3:80,23.226.231.226:30437,308
1582619466.360,192.168.250.62:39778,192.168.250.1:123,152
1582619466.360,192.168.250.1:123,192.168.250.62:39778,152
1582619469.550,192.168.250.3:29400,192.168.250.1:53,142
1582619469.550,192.168.250.1:53,192.168.250.3:29400,322
1582619469.550,192.168.250.3:11573,192.168.250.1:53,124
1582619469.550,192.168.250.1:53,192.168.250.3:11573,124
1582619469.550,192.168.250.3:37143,192.168.250.1:53,140
1582619469.550,192.168.250.1:53,192.168.250.3:37143,140
1582619470.010,45.63.43.171:27649,217.15.20.194:53,138
1582619470.010,192.168.250.247:53,45.63.43.171:27649,314
1582616332.170,85.21.78.91:123,217.15.20.194:123,456
1582619473.100,23.226.231.226:57599,217.15.20.194:80,80
1582616379.360,192.168.250.3:123,192.36.143.130:123,456
1582618930.780,23.226.231.226:5262,217.15.20.194:80,120
1582619457.090,192.168.250.27:50305,77.74.181.18:443,826
1582619457.100,77.74.181.18:443,217.15.20.194:50305,359
1582619477.250,192.168.250.27:63850,192.168.250.1:53,132
1582619477.260,192.168.250.1:53,192.168.250.27:63850,1062
1582619477.260,192.168.250.27:57709,192.168.250.1:53,304
1582619477.260,192.168.250.1:53,192.168.250.27:57709,761
1582619477.410,192.168.250.27:50747,192.168.250.1:53,158
1582619477.420,192.168.250.1:53,192.168.250.27:50747,1076
1582619477.420,192.168.250.27:62368,192.168.250.1:53,317
1582619477.420,192.168.250.1:53,192.168.250.27:62368,848
1582619447.460,192.168.250.3:80,23.226.231.226:17646,308
1582615924.060,64.233.162.188:5228,217.15.20.194:63315,6612
1582619374.660,192.168.250.50:61356,140.82.118.5:443,2345
1582619374.700,140.82.118.5:443,217.15.20.194:61356,6241
1582619469.480,92.118.38.58:13550,217.15.20.194:25,1031
1582619469.480,192.168.250.3:25,92.118.38.58:13550,972
1582619481.080,172.253.6.1:56181,217.15.20.194:53,154
1582619481.080,192.168.250.247:53,172.253.6.1:56181,308
1582619483.430,192.168.250.50:50079,192.168.250.1:53,146
1582619483.440,192.168.250.1:53,192.168.250.50:50079,1076
1582619483.440,192.168.250.50:49990,192.168.250.1:53,311
1582619483.440,192.168.250.1:53,192.168.250.50:49990,832
1582619483.450,192.168.250.50:52927,192.168.250.1:53,136
1582619483.450,192.168.250.1:53,192.168.250.50:52927,730
1582619483.450,192.168.250.50:49918,192.168.250.1:53,136
1582619483.450,192.168.250.1:53,192.168.250.50:49918,474
1582618917.850,192.168.250.3:80,23.226.231.226:18053,572
1582619478.540,192.168.250.3:80,141.8.183.203:45825,18469
1582619478.540,141.8.183.203:45825,217.15.20.194:80,1923
1582619479.520,192.168.250.3:80,141.8.142.178:63145,13095
1582619479.520,141.8.142.178:63145,217.15.20.194:80,1264
1582619486.000,23.226.231.226:44552,217.15.20.194:80,80
1582618156.360,23.226.231.226:52349,217.15.20.194:80,240
1582619329.640,52.114.75.78:443,217.15.20.194:61200,7599
1582619489.650,192.168.250.50:50014,13.107.3.128:443,1601
1582619489.650,192.168.250.50:55229,192.168.250.1:53,120
1582619489.650,192.168.250.1:53,192.168.250.50:55229,1070
1582619489.650,192.168.250.50:59235,192.168.250.1:53,298
1582619489.650,192.168.250.1:53,192.168.250.50:59235,749
1582619460.270,192.168.250.3:80,23.226.231.226:4855,308
1582619491.820,192.168.250.50:49851,192.168.250.1:53,152
1582619491.820,192.168.250.50:57094,192.168.250.1:53,228
1582619491.850,192.168.250.1:53,192.168.250.50:49851,704
1582619491.850,192.168.250.1:53,192.168.250.50:57094,1395
1582619491.820,192.168.250.50:59247,52.114.158.53:443,2038
1582619493.050,192.168.250.57:51909,192.168.250.1:53,132
1582619493.090,192.168.250.1:53,192.168.250.57:51909,1062
1582619493.100,192.168.250.57:61179,192.168.250.1:53,304
1582619493.100,192.168.250.1:53,192.168.250.57:61179,761
1582619493.260,192.168.250.57:61248,192.168.250.1:53,158
1582619493.270,192.168.250.1:53,192.168.250.57:61248,1076
1582619493.270,192.168.250.57:51669,192.168.250.1:53,317
1582619493.270,192.168.250.1:53,192.168.250.57:51669,848
1582618943.730,23.226.231.226:58006,217.15.20.194:80,120
1582619449.840,77.111.247.11:443,217.15.20.194:54856,9269
1582619449.800,192.168.250.50:54856,77.111.247.11:443,2824
1582619495.260,192.168.250.50:57098,173.194.73.95:443,3587
1582619495.260,173.194.73.95:443,217.15.20.194:57098,4914
1582619495.420,192.168.250.50:52917,192.168.250.1:53,168
1582619495.420,192.168.250.50:52918,108.177.14.94:443,2879
1582619495.440,108.177.14.94:443,217.15.20.194:52918,2804
1582619495.480,192.168.250.1:53,192.168.250.50:52917,616
1582618259.080,23.226.231.226:15556,217.15.20.194:80,160
1582619497.510,192.168.250.3:39020,192.168.250.1:53,186
1582619497.510,192.168.250.1:53,192.168.250.3:39020,218
1582619497.520,192.168.250.3:17688,93.92.192.5:2022,2969
1582619497.520,93.92.192.5:2022,217.15.20.194:17688,2528
1582619498.610,192.168.250.62:46490,192.168.250.1:123,152
1582619498.610,192.168.250.1:123,192.168.250.62:46490,152
1582619498.870,141.8.183.229:60847,217.15.20.194:53,150
1582619498.870,192.168.250.247:53,141.8.183.229:60847,248
1582619498.890,23.226.231.226:31761,217.15.20.194:80,80
1582619477.270,192.168.250.27:57711,77.74.181.50:443,618
1582619477.290,77.74.181.50:443,217.15.20.194:57711,359
1582619500.720,192.168.250.3:9836,192.168.250.1:53,142
1582619500.720,192.168.250.1:53,192.168.250.3:9836,322
1582619500.720,192.168.250.3:14923,192.168.250.1:53,124
1582619500.720,192.168.250.1:53,192.168.250.3:14923,124
1582619500.730,192.168.250.3:9970,192.168.250.1:53,140
1582619500.730,192.168.250.1:53,192.168.250.3:9970,140
1582619501.570,37.9.113.233:64313,217.15.20.194:53,150
1582619501.570,37.9.113.233:55889,217.15.20.194:53,150
1582619501.570,192.168.250.247:53,37.9.113.233:64313,248
1582619501.570,192.168.250.247:53,37.9.113.233:55889,182
1582619473.100,192.168.250.3:80,23.226.231.226:57599,308
1582618930.780,192.168.250.3:80,23.226.231.226:5262,572
1582619505.510,185.115.96.170:58949,217.15.20.194:53,146
1582619505.510,192.168.250.247:53,185.115.96.170:58949,244
1582619505.520,185.115.96.170:58180,217.15.20.194:53,146
1582619505.520,192.168.250.247:53,185.115.96.170:58180,322
1582619505.550,192.168.250.27:52412,192.168.250.1:53,130
1582619505.550,192.168.250.1:53,192.168.250.27:52412,584
1582619279.560,192.168.250.50:51348,77.111.247.41:443,8855
1582619288.600,77.111.247.41:443,217.15.20.194:51348,7962
1582619511.720,23.226.231.226:18970,217.15.20.194:80,80
1582619500.650,92.118.38.58:33470,217.15.20.194:25,1027
1582619500.650,192.168.250.3:25,92.118.38.58:33470,972
1582619514.400,192.168.250.50:50351,192.168.250.1:53,118
1582619514.400,192.168.250.50:53408,192.168.250.1:53,118
1582619514.410,192.168.250.1:53,192.168.250.50:53408,468
1582619514.410,192.168.250.50:59347,64.233.162.108:995,1185
1582619514.420,192.168.250.1:53,192.168.250.50:50351,382
1582619514.420,192.168.250.50:59351,213.180.204.212:995,5941
1582619514.450,64.233.162.108:995,217.15.20.194:59347,4423
1582619514.470,213.180.204.212:995,217.15.20.194:59351,344348
1582619514.520,192.168.250.50:61026,192.168.250.1:53,142
1582619514.530,192.168.250.1:53,192.168.250.50:61026,512
1582615974.720,192.168.250.1:44847,255.255.255.255:5678,27512
1582615974.720,192.168.250.1:44847,255.255.255.255:5678,13832
1582615974.720,fe80::2..f1:a30f.5678,ff02::1.5678,31132
1582615974.720,fe80::2..f1:a30f.5678,ff02::1.5678,15652
1582618956.670,23.226.231.226:45215,217.15.20.194:80,120
1582619486.000,192.168.250.3:80,23.226.231.226:44552,308
1582619518.560,172.253.4.2:47729,217.15.20.194:53,168
1582619518.560,192.168.250.247:53,172.253.4.2:47729,322
1582618156.360,192.168.250.3:80,23.226.231.226:52349,1144
1582619514.530,5.45.205.241:80,217.15.20.194:59357,2077
1582619514.530,192.168.250.50:59357,5.45.205.241:80,782
1582619521.500,192.168.250.50:57962,192.168.250.1:53,134
1582619521.510,192.168.250.1:53,192.168.250.50:57962,1026
1582615943.840,192.168.250.57:137,192.168.250.255:137,24960
1582619523.060,192.168.250.27:49988,192.168.250.1:53,122
1582619523.060,192.168.250.1:53,192.168.250.27:49988,576
1582619523.560,192.168.250.50:60215,192.168.250.1:53,198
1582619523.610,192.168.250.1:53,192.168.250.50:60215,1062
1582619523.610,192.168.250.50:52784,192.168.250.1:53,304
1582619523.610,192.168.250.1:53,192.168.250.50:52784,761
1582619523.730,192.168.250.50:49169,192.168.250.1:53,158
1582619523.740,192.168.250.1:53,192.168.250.50:49169,1076
1582619523.740,192.168.250.50:64657,192.168.250.1:53,317
1582619523.740,192.168.250.1:53,192.168.250.50:64657,848
1582619524.590,23.226.231.226:6179,217.15.20.194:80,80
1582618943.730,192.168.250.3:80,23.226.231.226:58006,572
1582619505.670,192.168.250.27:62374,77.74.181.50:443,650
1582619505.740,77.74.181.50:443,217.15.20.194:62374,359
1582618259.080,192.168.250.3:80,23.226.231.226:15556,836
1582619529.540,192.168.250.57:53541,192.168.250.1:53,200
1582619529.650,192.168.250.1:53,192.168.250.57:53541,1070
1582619529.650,192.168.250.57:52362,192.168.250.1:53,338
1582619529.650,192.168.250.1:53,192.168.250.57:52362,797
1582619529.780,192.168.250.57:51299,192.168.250.1:53,134
1582619529.790,192.168.250.1:53,192.168.250.57:51299,1052
1582619529.790,192.168.250.57:52271,192.168.250.1:53,305
1582619529.790,192.168.250.1:53,192.168.250.57:52271,788
1582619529.950,192.168.250.57:58368,192.168.250.1:53,124
1582619529.950,192.168.250.1:53,192.168.250.57:58368,1058
1582619529.950,192.168.250.57:61969,192.168.250.1:53,300
1582619529.950,192.168.250.1:53,192.168.250.57:61969,791
1582619498.890,192.168.250.3:80,23.226.231.226:31761,308
1582619530.470,192.168.250.57:60251,192.168.250.1:53,148
1582619530.480,192.168.250.1:53,192.168.250.57:60251,936
1582619530.860,192.168.250.62:54381,192.168.250.1:123,152
1582619530.860,192.168.250.1:123,192.168.250.62:54381,152
1582619531.820,192.168.250.3:39992,192.168.250.1:53,142
1582619531.820,192.168.250.1:53,192.168.250.3:39992,322
1582619531.820,192.168.250.3:60658,192.168.250.1:53,124
1582619531.820,192.168.250.1:53,192.168.250.3:60658,124
1582619531.830,192.168.250.3:39572,192.168.250.1:53,140
1582619531.830,192.168.250.1:53,192.168.250.3:39572,140
1582619536.860,192.168.250.50:52760,192.168.250.1:53,162
1582619536.870,192.168.250.1:53,192.168.250.50:52760,1066
1582619536.880,192.168.250.50:58449,192.168.250.1:53,319
1582619536.880,192.168.250.1:53,192.168.250.50:58449,843
1582618969.620,23.226.231.226:32424,217.15.20.194:80,120
1582619537.460,23.226.231.226:58923,217.15.20.194:80,80
1582619529.280,192.168.250.3:80,141.8.142.75:44789,27695
1582619529.280,141.8.142.75:44789,217.15.20.194:80,3039
1582617745.220,192.168.250.57:59974,217.69.139.90:143,1532
1582619539.310,192.168.250.57:59703,192.168.250.1:53,120
1582619539.320,192.168.250.1:53,192.168.250.57:59703,120
1582619495.100,77.111.247.11:443,217.15.20.194:59259,9284
1582619495.060,192.168.250.50:59259,77.111.247.11:443,2876
1582619540.530,192.168.250.50:64340,192.168.250.1:53,231
1582619540.660,192.168.250.1:53,192.168.250.50:64340,740
1582619531.750,92.118.38.58:53346,217.15.20.194:25,1031
1582619531.750,192.168.250.3:25,92.118.38.58:53346,972
1582619511.720,192.168.250.3:80,23.226.231.226:18970,308
1582615943.120,173.194.222.108:993,217.15.20.194:57485,139705
1582615944.040,192.168.250.57:57485,173.194.222.108:993,25926
1582619483.640,54.71.171.40:443,217.15.20.194:49992,4454
1582619483.450,192.168.250.50:49992,54.71.171.40:443,2502
1582619544.320,192.168.250.57:53410,192.168.250.1:53,116
1582619544.320,192.168.250.1:53,192.168.250.57:53410,498
1582618619.140,192.168.250.50:55996,52.188.42.235:443,29067
1582619540.660,192.168.250.50:58465,52.114.132.23:443,5992
1582619536.880,192.168.250.50:58450,20.185.212.106:443,3913
1582619465.180,192.168.250.50:54907,13.107.3.128:443,4075
1582619523.620,192.168.250.50:52785,13.94.251.244:443,2586
1582619523.750,192.168.250.50:64661,68.232.34.200:443,2470
1582619450.450,192.168.250.50:54858,13.107.18.11:443,3648
1582619450.570,192.168.250.50:54861,204.79.197.254:443,3647
1582619450.980,192.168.250.50:54864,13.107.6.163:443,2827
1582619449.770,192.168.250.50:54854,40.100.162.2:443,1829
1582619450.460,13.107.18.11:443,217.15.20.194:54858,112901
1582619450.580,204.79.197.254:443,217.15.20.194:54861,115115
1582619465.200,13.107.3.128:443,217.15.20.194:54907,43862
1582619451.000,13.107.6.163:443,217.15.20.194:54864,7611
1582619523.650,13.94.251.244:443,217.15.20.194:52785,7293
1582619523.780,68.232.34.200:443,217.15.20.194:64661,11109
1582619537.000,20.185.212.106:443,217.15.20.194:58450,7192
1582619540.780,52.114.132.23:443,217.15.20.194:58465,7028
1582618619.260,52.188.42.235:443,217.15.20.194:55996,13058
1582619449.910,40.100.162.2:443,217.15.20.194:54854,5777
1582618968.270,192.168.250.50:59451,104.26.5.30:443,5612
1582618968.280,104.26.5.30:443,217.15.20.194:59451,142309
1582619531.190,192.168.250.3:24405,192.168.0.4:26368,360
1582619531.190,192.168.250.3:63445,172.17.23.194:32946,360
1582619531.190,192.168.250.3:24407,192.168.0.4:26368,360
1582618956.670,192.168.250.3:80,23.226.231.226:45215,572
1582619542.710,192.168.250.3:80,141.8.183.203:49823,4796
1582619525.740,192.168.250.27:62375,77.74.181.20:443,658
1582619542.710,141.8.183.203:49823,217.15.20.194:80,802
1582619525.800,77.74.181.20:443,217.15.20.194:62375,311
1582619550.320,23.226.231.226:46132,217.15.20.194:80,80
1582619550.360,192.168.250.50:49280,192.168.250.1:53,264
1582619550.410,192.168.250.1:53,192.168.250.50:49280,1062
1582619550.410,192.168.250.50:56525,192.168.250.1:53,326
1582619550.410,192.168.250.1:53,192.168.250.50:56525,777
1582619489.670,13.107.3.128:443,217.15.20.194:50014,6892
1582619411.620,192.168.250.27:50301,13.232.66.4:443,880
1582619524.590,192.168.250.3:80,23.226.231.226:6179,308
1582619556.750,192.168.250.50:57301,192.168.250.1:53,192
1582619556.810,192.168.250.1:53,192.168.250.50:57301,690
1582619557.760,192.168.250.3:49323,192.168.250.1:53,186
1582619557.760,192.168.250.1:53,192.168.250.3:49323,218
1582619557.770,192.168.250.3:17817,93.92.192.5:2022,2969
1582619557.770,93.92.192.5:2022,217.15.20.194:17817,2528
1582615959.070,192.168.250.27:137,192.168.250.255:137,101634
1582618982.530,23.226.231.226:19633,217.15.20.194:80,120
1582617745.230,217.69.139.90:143,217.15.20.194:59974,5865
1582619556.820,104.16.22.35:443,217.15.20.194:56563,13792
1582619556.820,192.168.250.50:56563,104.16.22.35:443,307025
1582619547.910,192.168.250.3:24439,192.168.0.4:26368,360
1582619547.910,192.168.250.3:63479,172.17.23.194:32946,360
1582619562.970,192.168.250.3:25140,192.168.250.1:53,142
1582619562.970,192.168.250.1:53,192.168.250.3:25140,322
1582619562.970,192.168.250.3:27498,192.168.250.1:53,124
1582619562.970,192.168.250.1:53,192.168.250.3:27498,124
1582619562.980,192.168.250.3:50117,192.168.250.1:53,140
1582619562.980,192.168.250.1:53,192.168.250.3:50117,140
1582619563.110,192.168.250.62:33323,192.168.250.1:123,152
1582619563.110,192.168.250.1:123,192.168.250.62:33323,152
1582619563.190,23.226.231.226:33341,217.15.20.194:80,80
1582619477.270,192.168.250.27:57710,13.94.251.244:443,2572
1582619550.500,192.168.250.50:56534,52.188.42.235:443,1123
1582619550.490,192.168.250.50:56530,52.188.42.235:443,1059
1582619550.490,192.168.250.50:56527,52.188.42.235:443,1059
1582618969.620,192.168.250.3:80,23.226.231.226:32424,572
